reviews__|	reviews__|__date	reviews__|__score	reviews__|__name	score_breakdown__Value for money	score_breakdown__Free WiFi	score_breakdown__Cleanliness	score_breakdown__Comfort	score_breakdown__Facilities	score_breakdown__Location	score_breakdown__Staff	score	name	location
R78	"Reviewed: January 28, 2019"	9.2	Kevin										
R35	"Reviewed: January 14, 2018"	9.2	Jayendrin										
R81	"Reviewed: January 23, 2019"	8.8	Gary										
R80	"Reviewed: January 26, 2019"	10	Grebbs										
R83	"Reviewed: January 12, 2019"	10	Alan										
R82	"Reviewed: January 14, 2019"	9.2	Thomas										
R85	"Reviewed: January 10, 2019"	9.2	John										
R84	"Reviewed: January 12, 2019"	10	Colin										
R87	"Reviewed: January 5, 2019"	10	Ken										
R86	"Reviewed: January 9, 2019"	10	Anonymous										
R79	"Reviewed: January 28, 2019"	10	Anonymous										
R45	"Reviewed: November 14, 2017"	8.3	adoraalas										
R44	"Reviewed: November 25, 2017"	5.8	Henning										
R47	"Reviewed: November 5, 2017"	9.2	Antonia										
R46	"Reviewed: November 11, 2017"	7.5	Andrew										
R41	"Reviewed: December 22, 2017"	9.2	Jack										
R40	"Reviewed: December 31, 2017"	9.2	EinJan										
R43	"Reviewed: December 11, 2017"	7.9	Kjell										
R42	"Reviewed: December 15, 2017"	7.5	Mohammad										
R33	"Reviewed: January 28, 2018"	6.7	Thuy										
R49	"Reviewed: September 28, 2017"	7.9	Daniel										
R48	"Reviewed: October 3, 2017"	7.5	Kirk										
R98	"Reviewed: November 13, 2018"	7.5	Sara										
R99	"Reviewed: November 10, 2018"	6.3	Anonymous										
R96	"Reviewed: November 22, 2018"	9.6	Anonymous										
R97	"Reviewed: November 21, 2018"	9.6	Gavin										
R94	"Reviewed: November 28, 2018"	9.2	Edward										
R95	"Reviewed: November 22, 2018"	10	Marty										
R92	"Reviewed: December 24, 2018"	10	Colin										
R93	"Reviewed: December 6, 2018"	8.8	Robert										
R90	"Reviewed: December 30, 2018"	10	Anonymous										
R91	"Reviewed: December 26, 2018"	8.8	Jason										
R16	"Reviewed: April 27, 2018"	8.3	Ahsan										
R17	"Reviewed: April 12, 2018"	10	David										
R14	"Reviewed: June 17, 2018"	8.8	Ivo										
R15	"Reviewed: May 4, 2018"	7.5	Paul										
R12	"Reviewed: June 24, 2018"	7.5	Stephen										
R13	"Reviewed: June 23, 2018"	9.2	Tatiana										
R10	"Reviewed: July 28, 2018"	6.3	Annoyed										
R11	"Reviewed: July 5, 2018"	7.9	Thomas										
R18	"Reviewed: March 25, 2018"	7.5	Claus										
R19	"Reviewed: March 24, 2018"	10	Mert										
R58	"Reviewed: August 16, 2017"	7.9	Christof										
R59	"Reviewed: August 12, 2017"	5	Warwick										
R52	"Reviewed: September 9, 2017"	9.2	Ian										
R53	"Reviewed: August 31, 2017"	7.1	Abdulla										
R50	"Reviewed: September 25, 2017"	6.7	Terence										
R51	"Reviewed: September 22, 2017"	9.2	Winky Wickham										
R56	"Reviewed: August 21, 2017"	6.3	Brian Beattie										
R57	"Reviewed: August 21, 2017"	9.6	Neil										
R54	"Reviewed: August 28, 2017"	8.3	Abdullah										
R55	"Reviewed: August 24, 2017"	8.8	Ahmed										
R29	"Reviewed: February 13, 2018"	3.3	Gicho										
R28	"Reviewed: February 19, 2018"	8.3	m4ikel										
R25	"Reviewed: March 1, 2018"	9.6	Vahid										
R24	"Reviewed: March 6, 2018"	7.5	Barry										
R88	"Reviewed: January 5, 2019"	10	Jesse										
R63	"Reviewed: June 19, 2017"	10	David										
R62	"Reviewed: July 16, 2017"	8.3	Fransmannot										
R61	"Reviewed: July 20, 2017"	8.3	MikeS63										
R60	"Reviewed: August 10, 2017"	7.5	MikeS63										
R67	"Reviewed: April 19, 2019"	4.2	Philip										
R66	"Reviewed: April 24, 2017"	10	Jack										
R65	"Reviewed: May 17, 2017"	10	Colin										
R64	"Reviewed: May 23, 2017"	9.6	Mhgrey										
R27	"Reviewed: February 23, 2018"	2.9	Navid										
R26	"Reviewed: February 24, 2018"	5	Vincent										
R69	"Reviewed: March 28, 2019"	10	Rasdeen										
R68	"Reviewed: April 8, 2019"	10	John										
R23	"Reviewed: March 9, 2018"	10	Jim										
R22	"Reviewed: March 10, 2018"	8.3	Anonymous										
R21	"Reviewed: March 18, 2018"	9.2	soulsville										
R20	"Reviewed: March 24, 2018"	9.6	ThinkingTwice										
R100	"Reviewed: May 30, 2018"	10	Anchalee	8.5	7.9	8.7	8.8	8.4	8.3	8.9	8.6	 Somerset Park Suanplu	"39 Soi Suanplu, South Sathorn Road, Tungmahamek, Sathorn, 10120 Bangkok, Thailand"
R70	"Reviewed: April 19, 2019"	5	Catherine										
R71	"Reviewed: April 15, 2019"	7.1	Anonymous										
R72	"Reviewed: April 14, 2019"	5.8	John										
R73	"Reviewed: April 13, 2019"	7.9	Bobby										
R74	"Reviewed: April 12, 2019"	10	Bill										
R75	"Reviewed: April 5, 2019"	9.6	Erik										
R76	"Reviewed: February 7, 2019"	8.8	Seehajetdha										
R77	"Reviewed: January 31, 2019"	7.9	Ahmed U										
R34	"Reviewed: August 28, 2018"	8.8	Irina										
R38	"Reviewed: June 14, 2018"	9.6	Valeriya										
R36	"Reviewed: August 12, 2018"	7.5	Juma										
R37	"Reviewed: July 12, 2018"	10	Mark										
R30	"Reviewed: October 14, 2018"	9.2	Waraporn										
R31	"Reviewed: October 1, 2018"	9.6	Dmitriy										
R32	"Reviewed: September 8, 2018"	7.1	Margaret										
R39	"Reviewed: June 5, 2018"	10	Grubman										
R4	"Reviewed: April 5, 2019"	9.6	Anonymous										
R5	"Reviewed: March 30, 2019"	8.8	Jody										
R6	"Reviewed: March 24, 2019"	7.5	Shirley										
R7	"Reviewed: March 21, 2019"	7.9	Nicolas										
R1	"Reviewed: April 21, 2019"	10	Siriyapat										
R2	"Reviewed: April 15, 2019"	9.2	Natalie										
R3	"Reviewed: April 8, 2019"	3.8	Rk										
R8	"Reviewed: March 16, 2019"	7.9	Anonymous										
R9	"Reviewed: March 12, 2019"	9.6	Virendra										
R89	"Reviewed: August 26, 2018"	8.3	Rajesh										
R78	"Reviewed: January 5, 2019"	9.2	Cristiana										
R35	"Reviewed: August 19, 2018"	3.3	Adrian										
R81	"Reviewed: November 26, 2018"	10	Robinson										
R80	"Reviewed: December 17, 2018"	7.5	Hankeat										
R83	"Reviewed: November 21, 2018"	10	Daniel										
R82	"Reviewed: November 25, 2018"	9.5	Tina										
R85	"Reviewed: November 6, 2018"	9.2	Kin										
R84	"Reviewed: November 15, 2018"	9.6	David										
R87	"Reviewed: September 9, 2018"	7.9	Keiji										
R86	"Reviewed: September 23, 2018"	8.3	Kannika										
R79	"Reviewed: December 23, 2018"	8.8	Joo Dee										
R45	"Reviewed: January 23, 2018"	8.8	Azfar										
R44	"Reviewed: March 6, 2018"	5.4	JKNyren										
R47													
R46	"Reviewed: January 17, 2018"	7.1	Terumi										
R41	"Reviewed: April 19, 2018"	9.2	Grubman										
R40	"Reviewed: May 2, 2018"	3.8	Anonymous										
R43	"Reviewed: March 7, 2018"	7.9	Hr										
R42													
R33	"Reviewed: September 7, 2018"	10	Malcolm										
R49	"Reviewed: January 8, 2018"	7.5	Kai										
R48	"Reviewed: January 10, 2018"	7.9	Rob										
R98	"Reviewed: July 8, 2018"	7.9	Aung Thwin										
R99	"Reviewed: June 29, 2018"	10	Gijo Jacob										
R96	"Reviewed: July 24, 2018"	9.2	Jas										
R97	"Reviewed: July 18, 2018"	6.7	Gharib										
R94	"Reviewed: August 12, 2018"	8.8	Alena										
R95	"Reviewed: August 1, 2018"	8.3	Jas										
R92	"Reviewed: August 19, 2018"	7.9	Alena										
R93	"Reviewed: August 16, 2018"	7.1	Mohamed										
R90	"Reviewed: August 21, 2018"	8.3	Mohamed										
R91	"Reviewed: August 20, 2018"	7.9	Um										
R16	"Reviewed: January 10, 2019"	10	Brian										
R17	"Reviewed: January 6, 2019"	10	Traci										
R14	"Reviewed: January 28, 2019"	8.3	Jaak Parik										
R15	"Reviewed: January 18, 2019"	7.1	Nigel										
R12	"Reviewed: March 7, 2019"	10	Ali										
R13	"Reviewed: February 20, 2019"	10	Hermann										
R10	"Reviewed: March 11, 2019"	10	Mohamad										
R11													
R18	"Reviewed: January 6, 2019"	9.6	Aaron										
R19	"Reviewed: December 30, 2018"	8.3	Andrew										
R58	"Reviewed: July 23, 2017"	8.3	Patrick										
R59	"Reviewed: July 1, 2017"	6.7	Mook										
R52	"Reviewed: October 12, 2017"	8.8	Gary										
R53	"Reviewed: October 9, 2017"	8.3	Gary										
R50	"Reviewed: December 28, 2017"	2.9	Daphne										
R51	"Reviewed: December 24, 2017"	10	Surachai										
R56	"Reviewed: August 9, 2017"	10	laurahere										
R57	"Reviewed: July 30, 2017"	5.8	Azatullah										
R54	"Reviewed: October 8, 2017"	10	Anonymous										
R55	"Reviewed: August 28, 2017"	5.8	Gary										
R29	"Reviewed: October 28, 2018"	9.6	Waraporn										
R28	"Reviewed: November 1, 2018"	9.6	Waraporn										
R25	"Reviewed: November 25, 2018"	6.7	Iris										
R24	"Reviewed: December 1, 2018"	7.9	Charlie										
R88	"Reviewed: September 8, 2018"	9.2	David										
R63	"Reviewed: June 19, 2017"	9.6	Gary										
R62	"Reviewed: June 27, 2017"	8.3	Rifau										
R61	"Reviewed: June 30, 2017"	7.9	Hon										
R60													
R67	"Reviewed: May 26, 2017"	8.8	matkocestovatel										
R66	"Reviewed: May 27, 2017"	10	Nathan										
R65	"Reviewed: June 7, 2017"	5	Susan										
R64	"Reviewed: June 8, 2017"	10	Ariffin										
R27	"Reviewed: November 7, 2018"	6.7	Anonymous										
R26	"Reviewed: November 8, 2018"	8.8	Carole										
R69	"Reviewed: April 22, 2019"	7.5	ALDRIN										
R68	"Reviewed: April 23, 2019"	9.6	Happyvisit										
R23	"Reviewed: December 20, 2018"	10	Waraporn										
R22	"Reviewed: December 23, 2018"	10	TinyMom K.										
R21	"Reviewed: December 24, 2018"	8.3	Noorhayati										
R20	"Reviewed: December 27, 2018"	9.2	Lalith										
